date_GMT;home_team_name;away_team_name;home_team_goal_count;away_team_goal_count;total_goal_count;home_team_corner_count;away_team_corner_count;home_team_yellow_cards;home_team_red_cards;away_team_yellow_cards;away_team_red_cards;stadium_name
Oct 13 2019 - 10:00pm;Atlético Nacional;Rionegro Águilas;1;0;1;8;8;0;0;3;0;Estadio Atanasio Girardot (Medellín)
Oct 13 2019 - 11:00pm;Jaguares de Córdoba;Independiente Medellín;0;1;1;7;9;3;1;2;1;Estadio de Fútbol Jaraguay de Montería (Montería)
Oct 14 2019 - 1:00am;Cúcuta Deportivo;Patriotas Boyacá;1;0;1;2;5;5;0;2;0;Estadio General Santander (Cúcuta)
Oct 15 2019 - 12:00am;Atlético Huila;Atlético Bucaramanga;1;2;3;3;1;4;0;4;1;Estadio Guillermo Plazas Alcid (Neiva)
Oct 18 2019 - 11:00pm;Envigado;La Equidad;0;0;0;7;1;1;1;5;1;Estadio Polideportivo Sur (Envigado)
Oct 19 2019 - 1:00am;Atlético Bucaramanga;Jaguares de Córdoba;4;0;4;4;9;1;0;4;0;Estadio Alfonso López (Bucaramanga)
Oct 19 2019 - 7:00pm;Patriotas Boyacá;Deportivo Pasto;1;0;1;1;3;2;0;4;0;Estadio de La Independencia (Tunja)
Oct 19 2019 - 9:00pm;Once Caldas;Atlético Huila;1;1;2;6;1;3;0;3;0;Estadio Palogrande (Manizales)
Oct 19 2019 - 10:00pm;América de Cali;Atlético Nacional;2;1;3;4;4;2;0;4;0;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Oct 19 2019 - 11:00pm;Deportes Tolima;Cúcuta Deportivo;2;1;3;9;7;2;0;2;0;Estadio Manuel Murillo Toro (Ibagué)
Oct 20 2019 - 1:00am;Junior;Millonarios;1;0;1;4;10;2;0;4;1;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Oct 20 2019 - 8:15pm;Rionegro Águilas;Deportivo Cali;1;4;5;5;5;5;0;3;0;Estadio Alberto Grisales (Rionegro- Antioquia)
Oct 20 2019 - 10:00pm;Santa Fe;Unión Magdalena;2;0;2;7;3;5;0;4;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Oct 21 2019 - 12:45am;Independiente Medellín;Alianza Petrolera;2;0;2;3;9;1;0;2;0;Estadio Atanasio Girardot (Medellín)
Oct 23 2019 - 11:15pm;Atlético Nacional;Envigado;1;1;2;8;3;3;0;5;0;Estadio Atanasio Girardot (Medellín)
Oct 24 2019 - 1:15am;Millonarios;Santa Fe;2;4;6;3;3;3;0;9;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Oct 24 2019 - 8:30pm;Atlético Huila;Independiente Medellín;0;1;1;6;2;3;0;1;0;Estadio Guillermo Plazas Alcid (Neiva)
Oct 24 2019 - 8:30pm;La Equidad;Jaguares de Córdoba;2;0;2;5;4;5;0;4;0;Estadio Metropolitano de Techo (Bogotá- D.C.)
Oct 24 2019 - 8:30pm;Unión Magdalena;Atlético Bucaramanga;1;2;3;2;4;2;0;5;0;Estadio Sierra Nevada (Santa Marta)
Oct 24 2019 - 8:30pm;Deportivo Pasto;Rionegro Águilas;3;3;6;1;3;2;0;2;0;Estadio Municipal De Ipiales (Ipiales)
Oct 24 2019 - 10:30pm;Alianza Petrolera;Junior;0;0;0;6;0;1;0;4;0;Estadio Daniel Villa Zapata (Barrancabermeja)
Oct 24 2019 - 11:30pm;Deportivo Cali;Once Caldas;2;1;3;7;4;6;0;3;0;Estadio Deportivo Cali (Palmira)
Oct 25 2019 - 1:30am;Deportes Tolima;Patriotas Boyacá;2;1;3;7;5;4;0;3;1;Estadio Manuel Murillo Toro (Ibagué)
Oct 26 2019 - 12:30am;Cúcuta Deportivo;América de Cali;3;1;4;1;7;2;0;1;0;Estadio General Santander (Cúcuta)
Oct 29 2019 - 10:00pm;Atlético Bucaramanga;La Equidad;2;2;4;8;2;2;1;2;0;Estadio Alfonso López (Bucaramanga)
Oct 29 2019 - 10:20pm;Rionegro Águilas;Millonarios;0;0;0;4;7;2;1;1;0;Estadio Alberto Grisales (Rionegro- Antioquia)
Oct 29 2019 - 10:20pm;Once Caldas;Unión Magdalena;3;1;4;8;5;6;0;2;0;Estadio Palogrande (Manizales)
Oct 29 2019 - 10:20pm;Jaguares de Córdoba;Atlético Huila;1;0;1;7;2;4;0;3;2;Estadio de Fútbol Jaraguay de Montería (Montería)
Oct 30 2019 - 12:30am;Independiente Medellín;Deportes Tolima;1;1;2;5;0;1;0;4;0;Estadio Atanasio Girardot (Medellín)
Oct 30 2019 - 12:30am;Patriotas Boyacá;Alianza Petrolera;1;1;2;2;1;1;0;2;0;Estadio de La Independencia (Tunja)
Oct 30 2019 - 12:30am;Junior;Cúcuta Deportivo;0;0;0;5;6;0;0;2;0;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Oct 30 2019 - 12:30am;América de Cali;Deportivo Pasto;1;0;1;2;7;1;0;4;0;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Oct 30 2019 - 12:30am;Santa Fe;Atlético Nacional;0;0;0;4;4;2;0;3;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Oct 30 2019 - 12:30am;Envigado;Deportivo Cali;1;1;2;6;2;3;1;2;0;Estadio Polideportivo Sur (Envigado)
Nov 09 2019 - 10:00pm;Santa Fe;América de Cali;2;1;3;6;11;4;0;4;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Nov 10 2019 - 12:30am;Atlético Nacional;Cúcuta Deportivo;3;1;4;8;5;2;0;3;0;Estadio Atanasio Girardot (Medellín)
Nov 10 2019 - 10:00pm;Junior;Deportes Tolima;1;3;4;7;5;0;0;3;0;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Nov 11 2019 - 12:30am;Alianza Petrolera;Deportivo Cali;3;2;5;1;9;5;0;2;1;Estadio Daniel Villa Zapata (Barrancabermeja)
Nov 14 2019 - 12:00am;Deportes Tolima;Atlético Nacional;1;0;1;1;6;3;0;2;0;Estadio Manuel Murillo Toro (Ibagué)
Nov 14 2019 - 1:30am;Deportivo Cali;Santa Fe;1;0;1;8;5;4;0;2;0;Estadio Deportivo Cali (Palmira)
Nov 15 2019 - 12:00am;Cúcuta Deportivo;Junior;1;3;4;4;4;5;0;3;0;Estadio General Santander (Cúcuta)
Nov 15 2019 - 1:30am;América de Cali;Alianza Petrolera;3;1;4;3;6;4;0;4;0;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Nov 17 2019 - 7:30pm;Santa Fe;Alianza Petrolera;1;0;1;1;6;6;0;3;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Nov 17 2019 - 9:30pm;América de Cali;Deportivo Cali;1;0;1;1;4;6;0;4;1;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Nov 17 2019 - 11:30pm;Atlético Nacional;Junior;2;2;4;11;3;5;0;5;0;Estadio Atanasio Girardot (Medellín)
Nov 18 2019 - 1:30am;Cúcuta Deportivo;Deportes Tolima;0;0;0;8;4;5;0;3;0;Estadio General Santander (Cúcuta)
Nov 20 2019 - 10:00pm;Deportes Tolima;Cúcuta Deportivo;0;1;1;10;2;3;0;1;0;Estadio Manuel Murillo Toro (Ibagué)
Nov 20 2019 - 11:20pm;Alianza Petrolera;Santa Fe;1;1;2;8;3;4;0;6;0;Estadio Daniel Villa Zapata (Barrancabermeja)
Nov 21 2019 - 12:00am;Junior;Atlético Nacional;2;0;2;4;3;4;0;4;0;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Nov 21 2019 - 1:30am;Deportivo Cali;América de Cali;2;1;3;4;1;3;0;3;0;Estadio Deportivo Cali (Palmira)
Nov 23 2019 - 11:00pm;Alianza Petrolera;América de Cali;0;1;1;5;1;5;1;3;0;Estadio Daniel Villa Zapata (Barrancabermeja)
Nov 24 2019 - 8:00pm;Santa Fe;Deportivo Cali;1;1;2;5;2;3;1;2;1;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Nov 24 2019 - 10:00pm;Junior;Cúcuta Deportivo;1;0;1;4;0;4;0;3;1;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Nov 24 2019 - 10:00pm;Atlético Nacional;Deportes Tolima;1;1;2;10;3;0;0;3;0;Estadio Atanasio Girardot (Medellín)
Nov 27 2019 - 10:00pm;Cúcuta Deportivo;Atlético Nacional;0;1;1;3;5;5;0;2;0;Estadio General Santander (Cúcuta)
Nov 28 2019 - 12:30am;Deportes Tolima;Junior;2;2;4;4;2;3;0;6;1;Estadio Manuel Murillo Toro (Ibagué)
Nov 29 2019 - 12:30am;Deportivo Cali;Alianza Petrolera;0;0;0;8;2;1;0;4;0;Estadio Deportivo Cali (Palmira)
Nov 29 2019 - 12:30am;América de Cali;Santa Fe;2;0;2;6;7;5;0;7;2;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Dec 02 2019 - 12:00am;Junior;América de Cali;0;0;0;3;3;1;0;4;0;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Dec 07 2019 - 9:00pm;América de Cali;Junior;2;0;2;2;5;3;0;4;1;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
